Unnamed: 0,ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
192,5009010,M,N,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-18926,-6276,1,1,1,0,Core staff,2.0
193,5009012,M,N,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-18926,-6276,1,1,1,0,Core staff,2.0
194,5009014,M,N,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-18926,-6276,1,1,1,0,Core staff,2.0
195,6153574,M,N,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-18926,-6276,1,1,1,0,Core staff,2.0
196,6153575,M,N,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-18926,-6276,1,1,1,0,Drivers,2.0
197,6153576,M,N,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-18926,-6276,1,1,1,0,Drivers,2.0
198,6153578,M,N,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-18926,-6276,1,1,1,0,Private service staff,2.0
199,5009016,F,N,Y,2,216000.0,State servant,Higher education,Married,House / apartment,-15444,-3112,1,0,0,1,Sales staff,4.0
200,5009018,F,N,Y,2,216000.0,State servant,Higher education,Married,House / apartment,-15444,-3112,1,0,0,1,Sales staff,4.0
201,5009019,F,N,Y,2,216000.0,State servant,Higher education,Married,House / apartment,-15444,-3112,1,0,0,1,Sales staff,4.0
202,5009020,F,N,Y,2,216000.0,State servant,Higher education,Married,House / apartment,-15444,-3112,1,0,0,1,Sales staff,4.0
203,5009022,F,N,Y,2,216000.0,State servant,Higher education,Married,House / apartment,-15444,-3112,1,0,0,1,Sales staff,4.0
204,5009023,F,N,Y,2,216000.0,State servant,Higher education,Married,House / apartment,-15444,-3112,1,0,0,1,Sales staff,4.0
205,5009024,F,N,Y,2,216000.0,State servant,Higher education,Married,House / apartment,-15444,-3112,1,0,0,1,Sales staff,4.0
206,5009025,F,N,Y,2,216000.0,State servant,Higher education,Married,House / apartment,-15444,-3112,1,0,0,1,Sales staff,4.0
207,6153579,F,N,Y,2,216000.0,State servant,Higher education,Married,House / apartment,-15444,-3112,1,0,0,1,Sales staff,4.0
208,6153580,F,N,Y,2,216000.0,State servant,Higher education,Married,House / apartment,-15444,-3112,1,0,0,1,High skill tech staff,4.0
209,5009027,F,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19861,-10843,1,0,0,1,High skill tech staff,2.0
210,5112862,F,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19861,-10843,1,0,0,1,High skill tech staff,2.0
211,5009028,F,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14450,-2777,1,0,0,0,Core staff,2.0
212,5009029,F,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14450,-2777,1,0,0,0,Core staff,2.0
213,5009031,F,N,Y,0,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10554,-1194,1,0,0,0,Drivers,1.0
214,5009032,F,N,Y,0,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10554,-1194,1,0,0,0,Laborers,1.0
215,6153669,F,N,Y,0,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10554,-1194,1,0,0,0,Laborers,1.0
216,5009033,F,N,N,0,255150.0,Pensioner,Incomplete higher,Civil marriage,Rented apartment,-18682,365243,1,0,0,0,Laborers,2.0
217,5009034,F,N,N,0,255150.0,Pensioner,Incomplete higher,Civil marriage,Rented apartment,-18682,365243,1,0,0,0,Drivers,2.0
218,5009035,F,N,N,0,255150.0,Pensioner,Incomplete higher,Civil marriage,Rented apartment,-18682,365243,1,0,0,0,Drivers,2.0
219,5009036,F,N,N,0,255150.0,Pensioner,Incomplete higher,Civil marriage,Rented apartment,-18682,365243,1,0,0,0,Drivers,2.0
220,5009037,F,N,N,0,255150.0,Pensioner,Incomplete higher,Civil marriage,Rented apartment,-18682,365243,1,0,0,0,Drivers,2.0
221,5009038,F,N,N,0,255150.0,Pensioner,Incomplete higher,Civil marriage,Rented apartment,-18682,365243,1,0,0,0,Laborers,2.0
222,5009039,F,N,Y,2,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14326,-555,1,0,0,0,Laborers,3.0
223,5009040,F,N,Y,2,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14326,-555,1,0,0,0,Laborers,3.0
224,5009042,F,N,Y,0,148500.0,Working,Higher education,Married,House / apartment,-17641,-889,1,0,0,0,Laborers,2.0
225,5009043,F,N,Y,0,148500.0,Working,Higher education,Married,House / apartment,-17641,-889,1,0,0,0,Drivers,2.0
226,5009044,F,N,Y,0,148500.0,Working,Higher education,Married,House / apartment,-17641,-889,1,0,0,0,Managers,2.0
227,5009045,F,N,Y,0,148500.0,Working,Higher education,Married,House / apartment,-17641,-889,1,0,0,0,Managers,2.0
228,5009046,F,N,Y,0,148500.0,Working,Higher education,Married,House / apartment,-17641,-889,1,0,0,0,Managers,2.0
229,5009047,F,N,Y,0,148500.0,Working,Higher education,Married,House / apartment,-17641,-889,1,0,0,0,Managers,2.0
230,6153693,F,N,Y,0,148500.0,Working,Higher education,Married,House / apartment,-17641,-889,1,0,0,0,Accountants,2.0
231,5009050,F,N,Y,2,202500.0,Working,Higher education,Married,House / apartment,-10997,-2289,1,0,0,1,Accountants,4.0
232,5009051,F,N,Y,2,202500.0,Working,Higher education,Married,House / apartment,-10997,-2289,1,0,0,1,Accountants,4.0
233,5009052,F,N,Y,2,202500.0,Working,Higher education,Married,House / apartment,-10997,-2289,1,0,0,1,Managers,4.0
234,5009053,F,N,Y,2,202500.0,Working,Higher education,Married,House / apartment,-10997,-2289,1,0,0,1,Managers,4.0
235,5009055,F,N,Y,2,202500.0,Working,Higher education,Married,House / apartment,-10997,-2289,1,0,0,1,Drivers,4.0
236,5009056,M,N,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8861,-889,1,1,0,0,Drivers,1.0
237,5009057,M,N,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8861,-889,1,1,0,0,Drivers,1.0
238,5009058,F,Y,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-7489,-797,1,0,1,1,Drivers,1.0
239,5009060,F,N,Y,0,94500.0,Pensioner,Higher education,Married,House / apartment,-22331,365243,1,0,1,0,Drivers,2.0
240,5009062,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10450,-2077,1,0,0,0,Security staff,2.0
241,5009063,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10450,-2077,1,0,0,0,Security staff,2.0
242,5009064,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10450,-2077,1,0,0,0,High skill tech staff,2.0
243,5009065,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10450,-2077,1,0,0,0,Managers,2.0
244,5009066,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10450,-2077,1,0,0,0,Managers,2.0
245,5009067,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10450,-2077,1,0,0,0,Managers,2.0
246,5009068,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10450,-2077,1,0,0,0,Managers,2.0
247,5009069,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10450,-2077,1,0,0,0,Managers,2.0
248,5009070,M,Y,Y,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10450,-2077,1,0,0,0,Managers,2.0
249,5009071,F,Y,Y,0,270000.0,Commercial associate,Incomplete higher,Civil marriage,Municipal apartment,-10264,-3173,1,0,1,1,Managers,2.0
250,5009072,F,Y,Y,0,270000.0,Commercial associate,Incomplete higher,Civil marriage,Municipal apartment,-10264,-3173,1,0,1,1,Managers,2.0
251,6153722,F,Y,Y,0,270000.0,Commercial associate,Incomplete higher,Civil marriage,Municipal apartment,-10264,-3173,1,0,1,1,Managers,2.0
252,5009074,F,Y,Y,1,450000.0,State servant,Higher education,Married,House / apartment,-17726,-708,1,0,1,1,Sales staff,3.0
253,5009075,F,Y,Y,1,450000.0,State servant,Higher education,Married,House / apartment,-17726,-708,1,0,1,1,Sales staff,3.0
254,5009078,M,N,Y,1,180000.0,Working,Secondary / secondary special,Married,With parents,-14122,-1286,1,0,0,0,Sales staff,3.0
255,5009079,F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,-10064,-3173,1,0,0,1,Sales staff,2.0
256,5009080,F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,-10064,-3173,1,0,0,1,Sales staff,2.0
257,5009081,F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,-10064,-3173,1,0,0,1,Sales staff,2.0
258,5009083,M,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-20531,-5730,1,0,0,0,Sales staff,2.0
259,5009084,M,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-20531,-5730,1,0,0,0,Sales staff,2.0
260,6153724,M,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-20531,-5730,1,0,0,0,Sales staff,2.0
261,6153738,M,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-20531,-5730,1,0,0,0,Sales staff,2.0
262,5009088,M,Y,N,2,202500.0,Commercial associate,Higher education,Married,House / apartment,-14730,-2989,1,0,0,0,Sales staff,4.0
263,5009089,M,Y,N,2,202500.0,Commercial associate,Higher education,Married,House / apartment,-14730,-2989,1,0,0,0,Sales staff,4.0
264,6153739,M,Y,N,2,202500.0,Commercial associate,Higher education,Married,House / apartment,-14730,-2989,1,0,0,0,Sales staff,4.0
265,6153740,M,Y,N,2,202500.0,Commercial associate,Higher education,Married,House / apartment,-14730,-2989,1,0,0,0,Sales staff,4.0
266,5009090,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-12628,-4025,1,0,0,0,Sales staff,2.0
267,5009092,M,Y,Y,1,765000.0,Working,Higher education,Married,House / apartment,-12197,-1194,1,1,0,0,Sales staff,3.0
268,5009094,M,Y,Y,1,765000.0,Working,Higher education,Married,House / apartment,-12197,-1194,1,1,0,0,Sales staff,3.0
269,5009095,M,Y,Y,1,765000.0,Working,Higher education,Married,House / apartment,-12197,-1194,1,1,0,0,Sales staff,3.0
270,6153741,M,Y,Y,1,765000.0,Working,Higher education,Married,House / apartment,-12197,-1194,1,1,0,0,Laborers,3.0
271,5009096,F,N,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13679,-4391,1,0,0,1,Laborers,3.0
272,5009097,F,N,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13679,-4391,1,0,0,1,Laborers,3.0
273,5009098,F,N,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13679,-4391,1,0,0,1,Laborers,3.0
274,5009099,F,N,Y,0,315000.0,Working,Higher education,Separated,House / apartment,-13271,-555,1,0,0,0,Laborers,1.0
275,5009100,F,N,Y,0,315000.0,Working,Higher education,Separated,House / apartment,-13271,-555,1,0,0,0,Laborers,1.0
276,5009103,M,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,With parents,-12859,-4056,1,0,1,0,Laborers,4.0
277,5009104,M,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,With parents,-12859,-4056,1,0,1,0,Laborers,4.0
278,5009105,M,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,With parents,-12859,-4056,1,0,1,0,Managers,4.0
279,5009106,M,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,With parents,-12859,-4056,1,0,1,0,Managers,4.0
280,5112876,M,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,With parents,-12859,-4056,1,0,1,0,Managers,4.0
281,5009108,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15321,-2747,1,0,0,0,Managers,2.0
282,5009109,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15321,-2747,1,0,0,0,Managers,2.0
283,5009110,F,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,-8842,-312,1,0,0,1,Managers,2.0
284,5009116,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,1,0,0,0,Managers,1.0
285,5009117,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,1,0,0,0,Managers,1.0
286,5009118,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,1,0,0,0,Accountants,1.0
287,5009120,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,1,0,0,0,Accountants,1.0
288,5009122,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,1,0,0,0,Accountants,1.0
289,5009123,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,1,0,0,0,Accountants,1.0
290,5009124,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,1,0,0,0,Accountants,1.0
291,5009125,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,1,0,0,0,Accountants,1.0
292,5009126,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,1,0,0,0,Accountants,1.0
293,5009127,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,1,0,0,0,Accountants,1.0
294,5009128,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,1,0,0,0,Accountants,1.0
295,5009129,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,1,0,0,0,Accountants,1.0
296,5009130,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,1,0,0,0,Accountants,1.0
297,5009131,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,1,0,0,0,Accountants,1.0
298,6153757,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,1,0,0,0,Accountants,1.0
299,5009133,M,N,Y,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21673,365243,1,0,0,0,Accountants,1.0
300,5009134,M,N,Y,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21673,365243,1,0,0,0,Accountants,1.0
301,5009135,M,N,Y,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21673,365243,1,0,0,0,Accountants,1.0
302,5009136,M,N,Y,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21673,365243,1,0,0,0,Accountants,1.0
303,5009137,M,N,Y,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21673,365243,1,0,0,0,Accountants,1.0
304,5009138,M,N,Y,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21673,365243,1,0,0,0,Accountants,1.0
305,5009139,M,N,Y,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21673,365243,1,0,0,0,Accountants,1.0
306,5009140,M,N,Y,0,382500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21673,365243,1,0,0,0,Accountants,1.0
307,5009141,F,N,N,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9657,-1560,1,1,1,0,Managers,2.0
308,5009142,F,N,N,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9657,-1560,1,1,1,0,Managers,2.0
309,5009143,M,Y,N,0,225000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-18289,365243,1,0,0,0,Managers,2.0
310,5009144,M,Y,N,0,225000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-18289,365243,1,0,0,0,Managers,2.0
311,5009145,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,-15825,-3720,1,1,1,0,Managers,2.0
312,5009146,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,-15825,-3720,1,1,1,0,Managers,2.0
313,5009147,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,-15825,-3720,1,1,1,0,Managers,2.0
314,5009149,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,-15825,-3720,1,1,1,0,Managers,2.0
315,5009150,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,-15825,-3720,1,1,1,0,Managers,2.0
316,6153802,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,-15825,-3720,1,1,1,0,Managers,2.0
317,6153803,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,-15825,-3720,1,1,1,0,Managers,2.0
318,5009151,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19575,-2901,1,0,0,0,Managers,2.0
319,5009152,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19575,-2901,1,0,0,0,Managers,2.0
320,5009153,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19575,-2901,1,0,0,0,Managers,2.0
321,5009154,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19575,-2901,1,0,0,0,Drivers,2.0
322,5009155,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19575,-2901,1,0,0,0,Drivers,2.0
323,5009156,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19575,-2901,1,0,0,0,Drivers,2.0
324,5009157,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19575,-2901,1,0,0,0,Drivers,2.0
325,5009158,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19575,-2901,1,0,0,0,Drivers,2.0
326,5009159,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19575,-2901,1,0,0,0,Core staff,2.0
327,5009160,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19575,-2901,1,0,0,0,Core staff,2.0
328,5009161,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19575,-2901,1,0,0,0,Core staff,2.0
329,5009162,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19575,-2901,1,0,0,0,Drivers,2.0
330,5009163,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12915,-3174,1,0,1,0,Drivers,2.0
331,5009164,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12915,-3174,1,0,1,0,Drivers,2.0
332,5009165,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12915,-3174,1,0,1,0,Drivers,2.0
333,5009166,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12915,-3174,1,0,1,0,Drivers,2.0
334,5009168,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12915,-3174,1,0,1,0,Drivers,2.0
335,6153804,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12915,-3174,1,0,1,0,Cleaning staff,2.0
336,5009170,F,Y,N,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22877,365243,1,0,1,1,Cleaning staff,2.0
337,5009177,M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,-18325,-1256,1,0,0,0,Cleaning staff,2.0
338,5009178,M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,-18325,-1256,1,0,0,0,Core staff,2.0
339,5009179,M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,-18325,-1256,1,0,0,0,Core staff,2.0
340,5009180,M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,-18325,-1256,1,0,0,0,Core staff,2.0
341,5009181,M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,-18325,-1256,1,0,0,0,Core staff,2.0
342,5009182,M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,-18325,-1256,1,0,0,0,Core staff,2.0
343,5009183,M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,-18325,-1256,1,0,0,0,Managers,2.0
344,6153806,M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,-18325,-1256,1,0,0,0,Managers,2.0
345,5009186,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,-17573,-5792,1,1,1,0,Managers,2.0
346,5009187,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,-17573,-5792,1,1,1,0,Managers,2.0
347,5009188,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,-17573,-5792,1,1,1,0,Managers,2.0
348,5009189,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,-17573,-5792,1,1,1,0,Laborers,2.0
349,5009190,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,-17573,-5792,1,1,1,0,Laborers,2.0
350,5009191,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,-17573,-5792,1,1,1,0,Laborers,2.0
351,5009192,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,-17573,-5792,1,1,1,0,Laborers,2.0
352,5009193,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,-17573,-5792,1,1,1,0,Laborers,2.0
353,5009195,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-20953,-8684,1,1,1,0,Laborers,2.0
354,5009196,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-20953,-8684,1,1,1,0,Laborers,2.0
355,5009198,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-20953,-8684,1,1,1,0,Cleaning staff,2.0
356,5009201,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-20953,-8684,1,1,1,0,Cleaning staff,2.0
357,5009202,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-20953,-8684,1,1,1,0,Cleaning staff,2.0
358,5009203,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-20953,-8684,1,1,1,0,Cleaning staff,2.0
359,5009204,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-20953,-8684,1,1,1,0,Cleaning staff,2.0
360,5009205,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-20953,-8684,1,1,1,0,Cleaning staff,2.0
361,5009206,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-20953,-8684,1,1,1,0,Cleaning staff,2.0
362,5009207,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-20953,-8684,1,1,1,0,Cleaning staff,2.0
363,5009208,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-20953,-8684,1,1,1,0,Cleaning staff,2.0
364,5009209,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-20953,-8684,1,1,1,0,Cleaning staff,2.0
365,5009210,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-20953,-8684,1,1,1,0,Cleaning staff,2.0
366,6153808,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-20953,-8684,1,1,1,0,Cleaning staff,2.0
367,6153809,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,-20953,-8684,1,1,1,0,Cleaning staff,2.0
368,5009213,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,-12333,-860,1,1,1,0,Cleaning staff,2.0
369,5009215,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,-12333,-860,1,1,1,0,Laborers,2.0
370,5009216,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,-12333,-860,1,1,1,0,Laborers,2.0
371,5009217,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,-12333,-860,1,1,1,0,Laborers,2.0
372,6153550,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,-12333,-860,1,1,1,0,Laborers,2.0
373,6153551,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,-12333,-860,1,1,1,0,Laborers,2.0
374,5009220,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Laborers,2.0
375,5009222,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Laborers,2.0
376,5009223,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Laborers,2.0
377,5009224,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Laborers,2.0
378,5009225,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Laborers,2.0
379,5009226,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Laborers,2.0
380,5009227,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Laborers,2.0
381,5009232,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Laborers,2.0
382,5009233,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Managers,2.0
383,5009234,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Managers,2.0
384,5009236,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Managers,2.0
385,6153552,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Managers,2.0
386,6153554,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Security staff,2.0
387,6153555,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-14667,-798,1,1,0,0,Security staff,2.0
388,5009238,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,-10611,-982,1,0,1,0,High skill tech staff,2.0
389,5009239,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,-10611,-982,1,0,1,0,High skill tech staff,2.0
390,5009240,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,-10611,-982,1,0,1,0,High skill tech staff,2.0
391,5009241,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,-10611,-982,1,0,1,0,High skill tech staff,2.0
392,6153556,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,-10611,-982,1,0,1,0,High skill tech staff,2.0
393,5009242,F,N,N,0,74250.0,Working,Higher education,Separated,Municipal apartment,-19082,-5243,1,0,1,0,High skill tech staff,1.0
394,5009243,F,N,N,0,74250.0,Working,Higher education,Separated,Municipal apartment,-19082,-5243,1,0,1,0,High skill tech staff,1.0
395,5009244,F,N,N,0,74250.0,Working,Higher education,Separated,Municipal apartment,-19082,-5243,1,0,1,0,Drivers,1.0
396,5009246,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14201,-2139,1,0,1,0,Drivers,2.0
397,5009247,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14201,-2139,1,0,1,0,Drivers,2.0
398,5009248,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14201,-2139,1,0,1,0,Drivers,2.0
